Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Бугурусланская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283					
		39.77%	54.93%	45.64%	64.36%	27.93%	58.24%	27.13%	45.97%	23.49%	24.20%	14.14%	34.01%	47.76%	35.20%	36.82%	51.79%	20.47%	32.78%	23.01%	21.43%	20.00%	42.07%	45.72%	36.00%	55.38%	36.78%	62.04%	57.94%	75.79%	66.24%	39.66%	25.58%	42.58%	60.67%	30.00%	36.36%	38.01%	35.63%	27.40%	33.86%	52.49%	43.25%	58.19%	62.66%	47.87%	38.28%	37.91%					
																																																					
24	Против всех	213	6	3	3	6	3	1	1	22	7	0	4	5	11	6	3	4	2	3	0	9	5	6	2	1	36	0	0	0	3	3	3	12	1	4	9	3	0	1	2	4	4	4	1	2	6	2					
		1.52%	1.21%	2.01%	1.49%	1.60%	1.65%	0.78%	0.81%	4.92%	4.46%	0.00%	1.62%	3.73%	1.76%	1.26%	1.54%	1.17%	0.66%	0.53%	0.00%	2.65%	1.85%	1.17%	1.33%	0.40%	3.00%	0.00%	0.00%	0.00%	1.27%	0.84%	1.00%	1.27%	0.67%	4.00%	4.09%	0.88%	0.00%	0.68%	0.52%	0.90%	1.59%	1.17%	0.63%	2.13%	1.10%	1.31%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
