Выборы Президента Российской Федерации																																														
																																														
"Наименование Избирательной комиссии:    Новокузнецк, Заводская"																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660					
11	Число полученных открепительных  удостоверений	960	20	20	30	30	20	20	20	20	20	30	20	20	30	30	20	30	20	20	30	20	30	20	30	20	20	20	30	30	30	40	40	30	20	30	20	20	20	20	20					
12	Число выданных открепительных удостоверений	664	5	1	24	28	10	18	6	10	10	23	17	17	23	19	2	23	17	13	25	13	27	16	26	16	16	18	23	26	21	34	31	28	14	24	9	8	15	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	569	9	60	9	20	12	9	12	6	8	4	7	19	9	9	5	29	14	25	6	12	11	12	16	13	17	9	21	20	8	5	4	42	24	12	14	10	2	25	20					
14	Число неиспользованных открепительных удостоверений	296	15	19	6	2	10	2	14	10	10	7	3	3	7	11	18	7	3	7	5	7	3	4	4	4	4	2	7	4	9	6	9	2	6	6	11	12	5	15	17					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	2867	26	28	91	81	35	61	42	25	43	88	61	76	44	72	22	54	67	88	47	73	130	87	78	92	123	114	58	109	106	93	125	166	79	95	69	81	75	47	16					
		6.19%	5.43%	5.62%	6.06%	5.35%	5.43%	5.42%	5.36%	4.10%	4.14%	6.50%	5.13%	5.65%	4.96%	5.60%	4.77%	4.72%	5.25%	6.55%	4.67%	6.55%	7.45%	6.34%	5.25%	5.46%	7.37%	7.64%	3.85%	7.71%	6.56%	6.22%	7.61%	9.32%	5.93%	7.15%	8.91%	8.74%	7.59%	5.45%	2.71%					
19	. Малышкин Олег Александрович	1919	17	46	46	83	23	54	33	26	65	67	65	62	62	54	26	68	64	52	54	40	63	44	62	68	47	64	55	43	61	60	70	51	41	36	24	40	31	33	19					
		4.14%	3.55%	9.24%	3.06%	5.48%	3.57%	4.80%	4.21%	4.26%	6.26%	4.95%	5.47%	4.61%	6.99%	4.20%	5.64%	5.94%	5.02%	3.87%	5.36%	3.59%	3.61%	3.21%	4.17%	4.04%	2.81%	4.29%	3.65%	3.04%	3.78%	4.02%	4.26%	2.86%	3.08%	2.71%	3.10%	4.31%	3.14%	3.82%	3.22%					
20	. Миронов Сергей Михайлович	637	4	3	21	20	10	21	8	8	18	13	16	19	11	20	2	16	12	14	17	30	22	17	12	34	18	16	14	16	18	15	35	37	25	15	10	16	16	8	10					
		1.38%	0.84%	0.60%	1.40%	1.32%	1.55%	1.87%	1.02%	1.31%	1.73%	0.96%	1.35%	1.41%	1.24%	1.56%	0.43%	1.40%	0.94%	1.04%	1.69%	2.69%	1.26%	1.24%	0.81%	2.02%	1.08%	1.07%	0.93%	1.13%	1.11%	1.00%	2.13%	2.08%	1.88%	1.13%	1.29%	1.73%	1.62%	0.93%	1.69%					
21	. Путин Владимир Владимирович	30644	359	322	1026	1008	445	776	517	422	727	850	786	872	567	878	311	780	859	882	687	705	1123	916	1036	1112	1132	949	1054	921	1017	985	1016	1082	884	887	503	552	643	620	433					
		66.18%	74.95%	64.66%	68.35%	66.58%	69.10%	68.98%	66.03%	69.18%	70.04%	62.82%	66.11%	64.83%	63.92%	68.27%	67.46%	68.12%	67.32%	65.62%	68.22%	63.29%	64.39%	66.76%	69.67%	65.99%	67.78%	63.61%	69.89%	65.18%	62.97%	65.93%	61.84%	60.72%	66.37%	66.74%	64.99%	59.55%	65.08%	71.84%	73.39%					
22	. Хакамада Ирина Муцуовна	2831	16	27	68	85	33	68	46	31	47	83	53	92	51	60	35	61	84	115	52	69	132	87	93	102	95	111	78	102	109	104	113	116	91	91	35	64	59	46	27					
		6.11%	3.34%	5.42%	4.53%	5.61%	5.12%	6.04%	5.87%	5.08%	4.53%	6.13%	4.46%	6.84%	5.75%	4.67%	7.59%	5.33%	6.58%	8.56%	5.16%	6.19%	7.57%	6.34%	6.25%	6.05%	5.69%	7.44%	5.17%	7.22%	6.75%	6.96%	6.88%	6.51%	6.83%	6.85%	4.52%	6.90%	5.97%	5.33%	4.58%					
23	. Харитонов Николай Михайлович	3869	36	38	146	133	57	78	92	61	71	176	127	81	67	126	40	45	99	96	59	89	110	133	104	156	124	107	153	116	164	123	148	159	102	108	57	91	73	71	53					
		8.36%	7.52%	7.63%	9.73%	8.78%	8.85%	6.93%	11.75%	10.00%	6.84%	13.01%	10.68%	6.02%	7.55%	9.80%	8.68%	3.93%	7.76%	7.14%	5.86%	7.99%	6.31%	9.69%	6.99%	9.26%	7.43%	7.17%	10.15%	8.21%	10.15%	8.23%	9.01%	8.92%	7.66%	8.13%	7.36%	9.82%	7.39%	8.23%	8.98%					
																																														
24	Против всех	3078	21	30	93	87	36	55	39	30	62	64	66	136	81	60	24	101	80	86	73	95	144	69	85	104	103	114	82	90	116	99	127	152	100	82	76	74	82	29	31					
		6.65%	4.38%	6.02%	6.20%	5.75%	5.59%	4.89%	4.98%	4.92%	5.97%	4.73%	5.55%	10.11%	9.13%	4.67%	5.21%	8.82%	6.27%	6.40%	7.25%	8.53%	8.26%	5.03%	5.72%	6.17%	6.17%	7.64%	5.44%	6.37%	7.18%	6.63%	7.73%	8.53%	7.51%	6.17%	9.82%	7.98%	8.30%	3.36%	5.25%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
