Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Грозненская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.41%	1.53%	0.00%	0.00%	0.00%	0.06%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.40%	0.00%	0.77%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	73	0	2	0	0	0	3	0	7	3	0	0	2	0	0	4	0	0	0	0	9	4	2	0	7	0	0	2	3	1	19	0	0	0	0	0	3	2	0	0					
		0.12%	0.00%	0.09%	0.00%	0.00%	0.00%	0.26%	0.00%	0.76%	0.32%	0.00%	0.00%	0.11%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.37%	0.22%	0.17%	0.00%	0.90%	0.00%	0.00%	0.11%	0.16%	0.27%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.09%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	150	5	3	0	8	0	8	5	6	0	26	0	2	5	8	5	0	0	0	0	5	8	14	0	0	0	0	13	5	2	14	0	0	0	0	0	2	6	0	0					
		0.26%	0.23%	0.14%	0.00%	0.33%	0.00%	0.69%	0.69%	0.66%	0.00%	1.53%	0.00%	0.11%	0.30%	0.42%	0.27%	0.00%	0.00%	0.00%	0.00%	0.20%	0.43%	1.20%	0.00%	0.00%	0.00%	0.00%	0.72%	0.26%	0.54%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.27%	0.00%	0.00%					
21	. Путин Владимир Владимирович	55600	2120	2067	1315	2338	637	1051	665	776	902	1594	658	1671	1580	1853	1704	1822	1165	2235	821	2395	1764	1121	657	726	708	1610	1657	1874	357	2361	1924	891	1395	1507	1590	1979	2169	1321	620					
		94.98%	99.07%	98.06%	93.46%	97.17%	95.07%	90.53%	91.47%	84.72%	94.95%	93.88%	92.81%	95.32%	95.82%	97.84%	93.27%	96.40%	97.08%	98.46%	93.30%	98.16%	95.35%	96.22%	92.54%	92.96%	95.03%	90.20%	91.45%	98.32%	96.49%	93.32%	91.10%	92.81%	95.55%	89.44%	98.45%	98.12%	99.04%	87.95%	95.38%					
22	. Хакамада Ирина Муцуовна	529	5	9	0	23	0	32	13	10	14	12	0	0	0	1	11	5	0	35	32	8	0	9	34	24	3	17	39	4	0	0	48	34	11	0	5	3	5	83	0					
		0.90%	0.23%	0.43%	0.00%	0.96%	0.00%	2.76%	1.79%	1.09%	1.47%	0.71%	0.00%	0.00%	0.00%	0.05%	0.60%	0.26%	0.00%	1.54%	3.64%	0.33%	0.00%	0.77%	4.79%	3.07%	0.40%	0.95%	2.15%	0.21%	0.00%	0.00%	2.27%	3.54%	0.75%	0.00%	0.31%	0.15%	0.23%	5.53%	0.00%					
23	. Харитонов Николай Михайлович	1566	10	24	78	23	33	58	41	90	20	50	26	69	42	20	93	40	30	0	27	9	67	9	19	17	23	43	85	9	3	100	100	30	54	77	10	1	8	98	30					
		2.68%	0.47%	1.14%	5.54%	0.96%	4.93%	5.00%	5.64%	9.83%	2.11%	2.94%	3.67%	3.94%	2.55%	1.06%	5.09%	2.12%	2.50%	0.00%	3.07%	0.37%	3.62%	0.77%	2.68%	2.18%	3.09%	2.41%	4.69%	0.47%	0.81%	3.95%	4.73%	3.12%	3.70%	4.57%	0.62%	0.05%	0.37%	6.52%	4.62%					
																																														
24	Против всех	289	0	3	0	11	0	0	0	2	5	11	3	4	7	7	0	16	0	0	0	2	3	0	0	7	0	80	2	3	4	36	40	5	0	28	5	5	0	0	0					
		0.49%	0.00%	0.14%	0.00%	0.46%	0.00%	0.00%	0.00%	0.22%	0.53%	0.65%	0.42%	0.23%	0.42%	0.37%	0.00%	0.85%	0.00%	0.00%	0.00%	0.08%	0.16%	0.00%	0.00%	0.90%	0.00%	4.48%	0.11%	0.16%	1.08%	1.42%	1.89%	0.52%	0.00%	1.66%	0.31%	0.25%	0.00%	0.00%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
