Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Майнская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322					
18	. Глазьев Сергей Юрьевич	438	59	27	21	10	34	35	10	5	2	7	24	13	2	14	4	9	5	4	8	11	6	0	18	3	9	6	7	5	3	3	7	0	4	1	9	6	8	23	12	4					
		2.75%	4.24%	2.91%	2.50%	2.10%	4.68%	4.10%	1.92%	1.97%	1.16%	1.49%	6.05%	3.18%	0.71%	4.46%	1.40%	2.96%	5.56%	2.56%	2.71%	2.36%	1.90%	0.00%	3.29%	0.97%	3.05%	1.44%	1.49%	1.46%	1.36%	3.66%	3.06%	0.00%	1.77%	0.69%	2.31%	3.61%	1.80%	2.84%	2.73%	3.28%					
19	. Малышкин Олег Александрович	456	37	22	29	13	30	21	14	5	6	12	9	14	2	32	6	1	1	4	3	16	6	3	24	6	3	25	11	5	9	2	9	2	9	2	21	3	7	23	7	2					
		2.87%	2.66%	2.37%	3.46%	2.73%	4.13%	2.46%	2.68%	1.97%	3.47%	2.55%	2.27%	3.42%	0.71%	10.19%	2.10%	0.33%	1.11%	2.56%	1.02%	3.43%	1.90%	1.36%	4.39%	1.94%	1.02%	6.00%	2.34%	1.46%	4.09%	2.44%	3.93%	2.13%	3.98%	1.39%	5.40%	1.81%	1.58%	2.84%	1.59%	1.64%					
20	. Миронов Сергей Михайлович	87	8	6	5	4	3	9	1	2	1	1	0	5	0	2	0	3	1	1	0	5	1	0	3	4	0	4	2	1	0	0	3	0	1	0	2	1	2	1	3	2					
		0.55%	0.58%	0.65%	0.60%	0.84%	0.41%	1.06%	0.19%	0.79%	0.58%	0.21%	0.00%	1.22%	0.00%	0.64%	0.00%	0.99%	1.11%	0.64%	0.00%	1.07%	0.32%	0.00%	0.55%	1.29%	0.00%	0.96%	0.42%	0.29%	0.00%	0.00%	1.31%	0.00%	0.44%	0.00%	0.51%	0.60%	0.45%	0.12%	0.68%	1.64%					
21	. Путин Владимир Владимирович	10985	928	648	570	338	443	508	434	185	148	342	284	304	185	185	200	200	71	130	217	308	189	181	381	232	212	265	369	272	168	60	139	59	149	116	285	102	300	616	198	64					
		69.03%	66.71%	69.90%	67.94%	71.01%	60.94%	59.55%	83.14%	72.83%	85.55%	72.61%	71.54%	74.33%	66.07%	58.92%	69.93%	65.79%	78.89%	83.33%	73.56%	65.95%	59.81%	82.27%	69.65%	75.08%	71.86%	63.55%	78.34%	79.30%	76.36%	73.17%	60.70%	62.77%	65.93%	80.56%	73.26%	61.45%	67.57%	76.14%	45.00%	52.46%					
22	. Хакамада Ирина Муцуовна	169	17	10	14	2	4	8	3	7	3	5	2	4	2	5	2	3	4	1	5	2	7	2	2	4	4	4	10	4	0	1	4	0	1	0	3	2	1	8	6	3					
		1.06%	1.22%	1.08%	1.67%	0.42%	0.55%	0.94%	0.57%	2.76%	1.73%	1.06%	0.50%	0.98%	0.71%	1.59%	0.70%	0.99%	4.44%	0.64%	1.69%	0.43%	2.22%	0.91%	0.37%	1.29%	1.36%	0.96%	2.12%	1.17%	0.00%	1.22%	1.75%	0.00%	0.44%	0.00%	0.77%	1.20%	0.23%	0.99%	1.36%	2.46%					
23	. Харитонов Николай Михайлович	3316	288	187	177	91	196	251	49	48	11	96	67	64	78	71	57	82	7	11	52	110	104	28	94	51	50	106	60	49	33	16	60	29	57	23	64	47	114	97	200	41					
		20.84%	20.70%	20.17%	21.10%	19.12%	26.96%	29.43%	9.39%	18.90%	6.36%	20.38%	16.88%	15.65%	27.86%	22.61%	19.93%	26.97%	7.78%	7.05%	17.63%	23.55%	32.91%	12.73%	17.18%	16.50%	16.95%	25.42%	12.74%	14.29%	15.00%	19.51%	26.20%	30.85%	25.22%	15.97%	16.45%	28.31%	25.68%	11.99%	45.45%	33.61%					
																																															
24	Против всех	254	34	15	15	15	8	17	9	2	2	5	2	4	6	2	2	3	0	1	5	7	1	0	13	5	16	5	4	7	1	0	2	0	4	2	0	1	4	25	7	3					
		1.60%	2.44%	1.62%	1.79%	3.15%	1.10%	1.99%	1.72%	0.79%	1.16%	1.06%	0.50%	0.98%	2.14%	0.64%	0.70%	0.99%	0.00%	0.64%	1.69%	1.50%	0.32%	0.00%	2.38%	1.62%	5.42%	1.20%	0.85%	2.04%	0.45%	0.00%	0.87%	0.00%	1.77%	1.39%	0.00%	0.60%	0.90%	3.09%	1.59%	2.46%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
