Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Починковская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035					
14	Число неиспользованных открепительных удостоверений	284	16	19	24	18	22	6	10	3	0	8	5	4	7	10	7	17	6	3	2	5	0	2	3	8	2	7	2	9	2	9	7	2	0	4	2	5	4	2	7	2	9	2	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	476	46	26	56	14	58	2	12	2	7	8	2	23	14	10	4	7	7	21	2	7	8	0	40	3	3	6	0	14	0	9	5	8	2	15	0	6	1	4	4	3	7	1	9					
		2.62%	4.95%	2.58%	3.81%	1.61%	3.76%	0.85%	2.96%	1.12%	1.64%	2.07%	0.82%	1.93%	2.99%	2.24%	1.52%	1.01%	2.63%	3.76%	2.56%	1.84%	3.65%	0.00%	4.09%	0.91%	4.69%	1.73%	0.00%	2.33%	0.00%	2.47%	2.06%	2.03%	2.27%	4.31%	0.00%	2.05%	0.62%	4.04%	1.26%	1.95%	1.99%	1.10%	2.09%					
19	. Малышкин Олег Александрович	427	25	18	34	34	48	6	12	2	14	7	3	36	11	9	11	5	3	8	1	13	8	1	23	5	4	5	0	15	0	5	3	1	0	18	0	2	7	0	5	2	13	8	2					
		2.35%	2.69%	1.78%	2.31%	3.91%	3.11%	2.55%	2.96%	1.12%	3.29%	1.81%	1.23%	3.02%	2.35%	2.01%	4.18%	0.72%	1.13%	1.43%	1.28%	3.42%	3.65%	1.54%	2.35%	1.52%	6.25%	1.45%	0.00%	2.50%	0.00%	1.37%	1.23%	0.25%	0.00%	5.17%	0.00%	0.68%	4.35%	0.00%	1.57%	1.30%	3.70%	8.79%	0.47%					
20	. Миронов Сергей Михайлович	116	10	4	9	7	10	0	5	2	4	2	2	4	3	3	2	6	1	2	1	1	0	1	12	2	4	1	0	4	0	5	1	3	0	0	0	1	0	0	0	0	1	1	2					
		0.64%	1.08%	0.40%	0.61%	0.81%	0.65%	0.00%	1.23%	1.12%	0.94%	0.52%	0.82%	0.34%	0.64%	0.67%	0.76%	0.87%	0.38%	0.36%	1.28%	0.26%	0.00%	1.54%	1.23%	0.61%	6.25%	0.29%	0.00%	0.67%	0.00%	1.37%	0.41%	0.76%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.28%	1.10%	0.47%					
21	. Путин Владимир Владимирович	12770	615	759	1079	615	1188	193	293	137	303	317	200	837	327	288	171	470	162	331	59	276	126	37	572	202	37	226	59	452	52	264	193	260	59	266	70	167	113	42	243	106	235	65	304					
		70.21%	66.20%	75.22%	73.35%	70.77%	77.04%	82.13%	72.35%	76.54%	71.13%	82.12%	82.30%	70.16%	69.87%	64.43%	65.02%	68.12%	60.90%	59.21%	75.64%	72.63%	57.53%	56.92%	58.43%	61.21%	57.81%	65.32%	81.94%	75.33%	86.67%	72.53%	79.42%	65.99%	67.05%	76.44%	86.42%	57.19%	70.19%	42.42%	76.42%	68.83%	66.95%	71.43%	70.70%					
22	. Хакамада Ирина Муцуовна	280	20	20	18	20	39	3	10	3	7	4	5	13	5	3	6	5	2	10	0	3	1	2	14	5	2	2	1	8	1	1	1	1	4	8	0	8	3	0	5	6	5	1	5					
		1.54%	2.15%	1.98%	1.22%	2.30%	2.53%	1.28%	2.47%	1.68%	1.64%	1.04%	2.06%	1.09%	1.07%	0.67%	2.28%	0.72%	0.75%	1.79%	0.00%	0.79%	0.46%	3.08%	1.43%	1.52%	3.12%	0.58%	1.39%	1.33%	1.67%	0.27%	0.41%	0.25%	4.55%	2.30%	0.00%	2.74%	1.86%	0.00%	1.57%	3.90%	1.42%	1.10%	1.16%					
23	. Харитонов Николай Михайлович	3699	185	146	231	166	159	27	64	29	80	44	24	237	97	119	60	190	88	176	11	77	68	22	299	108	13	98	12	96	5	73	33	114	22	34	11	103	33	52	55	37	82	14	105					
		20.34%	19.91%	14.47%	15.70%	19.10%	10.31%	11.49%	15.80%	16.20%	18.78%	11.40%	9.88%	19.87%	20.73%	26.62%	22.81%	27.54%	33.08%	31.48%	14.10%	20.26%	31.05%	33.85%	30.54%	32.73%	20.31%	28.32%	16.67%	16.00%	8.33%	20.05%	13.58%	28.93%	25.00%	9.77%	13.58%	35.27%	20.50%	52.53%	17.30%	24.03%	23.36%	15.38%	24.42%					
																																																		
24	Против всех	292	22	25	37	13	34	2	5	0	10	3	3	34	7	10	8	3	1	5	1	2	4	2	11	2	1	2	0	10	0	4	7	3	0	7	0	2	3	0	5	0	3	0	1					
		1.61%	2.37%	2.48%	2.52%	1.50%	2.20%	0.85%	1.23%	0.00%	2.35%	0.78%	1.23%	2.85%	1.50%	2.24%	3.04%	0.43%	0.38%	0.89%	1.28%	0.53%	1.83%	3.08%	1.12%	0.61%	1.56%	0.58%	0.00%	1.67%	0.00%	1.10%	2.88%	0.76%	0.00%	2.01%	0.00%	0.68%	1.86%	0.00%	1.57%	0.00%	0.85%	0.00%	0.23%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
