Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Шатковская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448					
		3.17%	4.14%	3.73%	3.77%	4.93%	2.48%	1.92%	4.84%	5.91%	2.00%	2.22%	2.37%	4.66%	2.47%	2.27%	0.00%	3.66%	2.67%	0.00%	6.52%	0.95%	2.92%	1.43%	2.29%	2.48%	3.18%	1.52%	3.15%	0.00%	2.06%	2.14%	0.68%	1.72%	2.86%	2.69%	4.69%	2.40%	3.87%	2.80%	0.00%					
19	. Малышкин Олег Александрович	504	48	32	44	50	25	49	4	3	23	5	1	10	2	9	2	1	2	4	7	4	47	6	26	13	14	9	7	0	8	6	7	2	6	9	8	4	4	3	0					
		3.78%	3.90%	3.73%	3.69%	5.61%	3.65%	5.53%	3.23%	1.36%	4.18%	5.56%	0.59%	2.45%	2.47%	10.23%	1.15%	1.22%	0.89%	5.33%	2.54%	3.81%	7.22%	2.15%	6.62%	3.58%	4.46%	4.57%	1.69%	0.00%	3.29%	2.56%	4.79%	0.86%	4.29%	3.46%	1.79%	2.40%	2.21%	2.10%	0.00%					
20	. Миронов Сергей Михайлович	127	12	6	10	11	15	12	1	2	9	2	1	2	1	1	1	0	1	1	0	2	9	4	2	3	2	1	1	0	1	2	0	2	1	7	1	0	0	1	0					
		0.95%	0.97%	0.70%	0.84%	1.23%	2.19%	1.35%	0.81%	0.91%	1.64%	2.22%	0.59%	0.49%	1.23%	1.14%	0.57%	0.00%	0.44%	1.33%	0.00%	1.90%	1.38%	1.43%	0.51%	0.83%	0.64%	0.51%	0.24%	0.00%	0.41%	0.85%	0.00%	0.86%	0.71%	2.69%	0.22%	0.00%	0.00%	0.70%	0.00%					
21	. Путин Владимир Владимирович	7419	652	449	582	444	461	537	71	123	291	46	92	234	37	44	114	41	121	59	126	73	327	197	253	255	216	123	234	31	155	122	55	142	101	160	196	90	34	83	48					
		55.71%	52.97%	52.33%	48.78%	49.78%	67.30%	60.61%	57.26%	55.91%	52.91%	51.11%	54.44%	57.35%	45.68%	50.00%	65.52%	50.00%	53.78%	78.67%	45.65%	69.52%	50.23%	70.61%	64.38%	70.25%	68.79%	62.44%	56.66%	96.88%	63.79%	52.14%	37.67%	61.21%	72.14%	61.54%	43.75%	53.89%	18.78%	58.04%	70.59%					
22	. Хакамада Ирина Муцуовна	271	25	14	20	16	3	19	2	3	13	1	4	18	2	0	4	2	10	2	5	1	14	5	2	9	4	6	17	0	6	10	3	7	1	1	9	6	5	2	0					
		2.04%	2.03%	1.63%	1.68%	1.79%	0.44%	2.14%	1.61%	1.36%	2.36%	1.11%	2.37%	4.41%	2.47%	0.00%	2.30%	2.44%	4.44%	2.67%	1.81%	0.95%	2.15%	1.79%	0.51%	2.48%	1.27%	3.05%	4.12%	0.00%	2.47%	4.27%	2.05%	3.02%	0.71%	0.38%	2.01%	3.59%	2.76%	1.40%	0.00%					
23	. Харитонов Николай Михайлович	4003	380	274	415	300	137	199	37	66	184	30	62	109	35	30	47	35	75	8	101	21	211	58	87	63	54	47	124	1	60	75	76	61	24	64	201	57	126	49	20					
		30.06%	30.87%	31.93%	34.79%	33.63%	20.00%	22.46%	29.84%	30.00%	33.45%	33.33%	36.69%	26.72%	43.21%	34.09%	27.01%	42.68%	33.33%	10.67%	36.59%	20.00%	32.41%	20.79%	22.14%	17.36%	17.20%	23.86%	30.02%	3.12%	24.69%	32.05%	52.05%	26.29%	17.14%	24.62%	44.87%	34.13%	69.61%	34.27%	29.41%					
																																														
24	Против всех	423	56	46	72	26	15	38	1	6	16	4	2	13	2	2	2	0	7	0	8	2	19	3	6	6	7	4	9	0	6	10	3	11	2	3	11	2	2	1	0					
		3.18%	4.55%	5.36%	6.04%	2.91%	2.19%	4.29%	0.81%	2.73%	2.91%	4.44%	1.18%	3.19%	2.47%	2.27%	1.15%	0.00%	3.11%	0.00%	2.90%	1.90%	2.92%	1.08%	1.53%	1.65%	2.23%	2.03%	2.18%	0.00%	2.47%	4.27%	2.05%	4.74%	1.43%	1.15%	2.46%	1.20%	1.10%	0.70%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
