Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Тисульская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507					
		2.10%	1.60%	2.71%	1.62%	3.96%	3.33%	2.36%	3.07%	3.14%	2.37%	1.78%	1.41%	3.00%	2.38%	0.88%	0.00%	3.73%	2.86%	1.29%	1.33%	0.74%	1.03%	0.92%	0.57%	2.50%	1.59%	1.98%	2.48%	0.00%	4.29%	2.20%	0.00%	1.59%	1.35%	3.54%	0.36%	0.73%	4.29%	1.08%	0.83%	0.30%					
23	. Харитонов Николай Михайлович	2596	130	138	108	153	133	104	164	31	65	63	119	14	37	22	24	34	151	86	78	7	99	66	71	214	8	46	11	6	14	37	2	61	20	35	46	16	33	61	63	26					
		15.73%	18.95%	18.72%	14.56%	20.90%	21.11%	11.69%	17.34%	16.23%	6.42%	6.58%	27.87%	4.67%	17.62%	19.30%	12.18%	14.11%	18.80%	22.22%	17.29%	5.19%	14.60%	15.24%	40.34%	33.39%	12.70%	10.13%	9.09%	7.06%	20.00%	20.33%	2.47%	24.21%	9.01%	13.78%	16.37%	11.68%	8.33%	16.40%	13.10%	7.72%					
																																															
24	Против всех	426	16	23	17	18	36	22	36	1	31	24	10	7	2	3	12	13	17	19	19	2	8	4	3	19	2	2	3	2	4	4	1	5	3	11	2	5	4	1	11	4					
		2.58%	2.33%	3.12%	2.29%	2.46%	5.71%	2.47%	3.81%	0.52%	3.06%	2.51%	2.34%	2.33%	0.95%	2.63%	6.09%	5.39%	2.12%	4.91%	4.21%	1.48%	1.18%	0.92%	1.70%	2.96%	3.17%	0.44%	2.48%	2.35%	5.71%	2.20%	1.23%	1.98%	1.35%	4.33%	0.71%	3.65%	1.01%	0.27%	2.29%	1.19%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
