Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Суздальская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332					
11	Число полученных открепительных  удостоверений	498	10	10	17	10	4	0	0	56	16	10	10	25	10	10	10	10	22	3	10	20	20	10	10	10	10	10	30	5	10	10	5	10	10	20	10	10	10	10	3	12	10					
12	Число выданных открепительных удостоверений	238	3	6	13	5	3	0	0	49	15	5	0	18	0	7	2	0	22	1	10	12	4	0	0	0	8	1	23	2	0	5	0	1	0	5	1	1	2	3	0	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	171	8	3	4	9	1	1	2	12	3	6	4	6	4	2	7	2	4	0	7	11	0	3	5	5	5	3	10	3	3	7	3	4	1	1	6	0	3	5	0	8	0					
14	Число неиспользованных открепительных удостоверений	260	7	4	4	5	1	0	0	7	1	5	10	7	10	3	8	10	0	2	0	8	16	10	10	10	2	9	7	3	10	5	5	9	10	15	9	9	8	7	3	1	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	. Глазьев Сергей Юрьевич	543	25	27	11	5	7	6	3	49	24	27	16	19	7	11	8	2	3	7	7	63	27	4	0	5	8	9	37	5	4	28	6	6	3	25	4	6	11	7	7	6	8					
		2.82%	2.45%	2.81%	1.80%	1.40%	1.68%	2.26%	1.92%	5.17%	3.45%	2.80%	5.26%	2.95%	2.40%	1.33%	2.82%	2.15%	0.58%	1.71%	2.19%	4.37%	4.12%	2.70%	0.00%	2.18%	1.94%	3.78%	3.38%	2.42%	2.94%	2.99%	6.00%	3.00%	2.88%	3.36%	2.30%	6.38%	2.49%	1.41%	2.08%	1.37%	1.97%					
19	. Малышкин Олег Александрович	515	23	33	15	17	15	5	4	36	26	23	9	25	3	39	8	0	20	9	5	39	7	5	1	3	4	6	15	2	4	31	5	3	3	12	2	1	10	19	8	15	5					
		2.68%	2.26%	3.44%	2.45%	4.75%	3.61%	1.89%	2.56%	3.80%	3.74%	2.38%	2.96%	3.88%	1.03%	4.71%	2.82%	0.00%	3.87%	2.20%	1.56%	2.71%	1.07%	3.38%	0.76%	1.31%	0.97%	2.52%	1.37%	0.97%	2.94%	3.32%	5.00%	1.50%	2.88%	1.61%	1.15%	1.06%	2.26%	3.83%	2.37%	3.42%	1.23%					
20	. Миронов Сергей Михайлович	149	5	11	4	0	2	1	0	5	3	4	3	3	0	10	1	0	3	11	1	15	8	2	2	1	0	0	5	3	3	11	0	3	0	19	2	0	1	3	2	2	0					
		0.77%	0.49%	1.15%	0.65%	0.00%	0.48%	0.38%	0.00%	0.53%	0.43%	0.41%	0.99%	0.47%	0.00%	1.21%	0.35%	0.00%	0.58%	2.69%	0.31%	1.04%	1.22%	1.35%	1.52%	0.44%	0.00%	0.00%	0.46%	1.45%	2.21%	1.18%	0.00%	1.50%	0.00%	2.55%	1.15%	0.00%	0.23%	0.60%	0.59%	0.46%	0.00%					
21	. Путин Владимир Владимирович	14136	787	694	401	241	336	215	114	672	467	774	234	483	210	645	206	82	398	317	274	1026	466	103	101	188	367	178	738	165	98	633	69	151	89	516	130	79	305	368	170	332	314					
		73.44%	77.23%	72.29%	65.63%	67.32%	80.77%	81.13%	73.08%	70.96%	67.19%	80.12%	76.97%	75.00%	71.92%	77.90%	72.54%	88.17%	76.98%	77.51%	85.62%	71.20%	71.04%	69.59%	76.52%	82.10%	88.86%	74.79%	67.46%	79.71%	72.06%	67.70%	69.00%	75.50%	85.58%	69.35%	74.71%	84.04%	69.00%	74.19%	50.45%	75.80%	77.34%					
22	. Хакамада Ирина Муцуовна	471	22	20	9	8	5	4	4	46	12	17	10	15	4	18	7	2	23	15	4	51	16	3	5	5	5	0	38	6	3	22	0	4	0	32	6	0	14	8	5	2	1					
		2.45%	2.16%	2.08%	1.47%	2.23%	1.20%	1.51%	2.56%	4.86%	1.73%	1.76%	3.29%	2.33%	1.37%	2.17%	2.46%	2.15%	4.45%	3.67%	1.25%	3.54%	2.44%	2.03%	3.79%	2.18%	1.21%	0.00%	3.47%	2.90%	2.21%	2.35%	0.00%	2.00%	0.00%	4.30%	3.45%	0.00%	3.17%	1.61%	1.48%	0.46%	0.25%					
23	. Харитонов Николай Михайлович	2597	119	130	148	74	38	27	21	71	131	91	22	83	61	77	43	4	53	35	21	165	88	27	19	20	21	40	191	20	15	171	16	29	7	84	27	6	79	77	128	57	61					
		13.49%	11.68%	13.54%	24.22%	20.67%	9.13%	10.19%	13.46%	7.50%	18.85%	9.42%	7.24%	12.89%	20.89%	9.30%	15.14%	4.30%	10.25%	8.56%	6.56%	11.45%	13.41%	18.24%	14.39%	8.73%	5.08%	16.81%	17.46%	9.66%	11.03%	18.29%	16.00%	14.50%	6.73%	11.29%	15.52%	6.38%	17.87%	15.52%	37.98%	13.01%	15.02%					
																																																
24	Против всех	656	36	32	19	9	11	7	10	66	25	24	8	14	4	15	7	3	17	10	6	69	39	4	3	3	5	5	49	5	7	34	4	1	0	45	1	2	14	10	13	18	2					
		3.41%	3.53%	3.33%	3.11%	2.51%	2.64%	2.64%	6.41%	6.97%	3.60%	2.48%	2.63%	2.17%	1.37%	1.81%	2.46%	3.23%	3.29%	2.44%	1.88%	4.79%	5.95%	2.70%	2.27%	1.31%	1.21%	2.10%	4.48%	2.42%	5.15%	3.64%	4.00%	0.50%	0.00%	6.05%	0.57%	2.13%	3.17%	2.02%	3.86%	4.11%	0.49%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
