Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Палласовская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380					
		0.54%	0.56%	0.42%	0.51%	0.29%	0.35%	0.00%	1.08%	0.16%	0.43%	1.16%	0.49%	0.00%	0.28%	0.39%	3.00%	0.62%	0.60%	0.51%	0.80%	0.00%	0.17%	0.00%	0.52%	0.00%	0.00%	0.87%	0.00%	1.22%	0.85%	0.00%	0.00%	0.52%	0.65%	1.11%	0.11%	1.08%	0.62%	0.00%	0.00%	1.19%	1.33%	2.13%	0.00%	1.35%	3.12%	0.00%					
21	. Путин Владимир Владимирович	11922	432	448	522	375	338	462	492	379	602	91	139	42	478	422	72	234	134	487	122	189	426	66	482	101	80	481	49	32	374	78	95	111	269	58	625	422	324	198	215	603	44	101	111	42	54	21					
		63.51%	60.93%	62.57%	67.01%	54.27%	59.09%	67.25%	66.22%	59.03%	64.80%	52.91%	67.80%	54.55%	66.02%	54.81%	72.00%	73.12%	80.24%	61.80%	48.80%	78.10%	70.88%	73.33%	62.44%	73.72%	83.33%	59.68%	57.65%	39.02%	52.75%	59.54%	76.00%	57.22%	58.35%	64.44%	70.07%	65.12%	67.36%	65.13%	77.62%	64.98%	58.67%	71.63%	66.47%	56.76%	56.25%	77.78%					
22	. Хакамада Ирина Муцуовна	399	12	12	23	18	19	8	22	10	29	3	1	1	7	8	0	3	0	23	5	2	12	0	16	0	1	10	1	2	22	6	1	8	16	14	12	4	13	8	3	30	1	1	7	3	2	0					
		2.13%	1.69%	1.68%	2.95%	2.60%	3.32%	1.16%	2.96%	1.56%	3.12%	1.74%	0.49%	1.30%	0.97%	1.04%	0.00%	0.94%	0.00%	2.92%	2.00%	0.83%	2.00%	0.00%	2.07%	0.00%	1.04%	1.24%	1.18%	2.44%	3.10%	4.58%	0.80%	4.12%	3.47%	15.56%	1.35%	0.62%	2.70%	2.63%	1.08%	3.23%	1.33%	0.71%	4.19%	4.05%	2.08%	0.00%					
23	. Харитонов Николай Михайлович	5085	199	200	170	233	169	157	174	195	208	73	58	26	197	287	17	58	22	211	91	35	128	23	247	30	13	256	29	39	267	40	22	57	151	16	207	167	113	77	51	221	22	32	37	20	34	6					
		27.09%	28.07%	27.93%	21.82%	33.72%	29.55%	22.85%	23.42%	30.37%	22.39%	42.44%	28.29%	33.77%	27.21%	37.27%	17.00%	18.12%	13.17%	26.78%	36.40%	14.46%	21.30%	25.56%	31.99%	21.90%	13.54%	31.76%	34.12%	47.56%	37.66%	30.53%	17.60%	29.38%	32.75%	17.78%	23.21%	25.77%	23.49%	25.33%	18.41%	23.81%	29.33%	22.70%	22.16%	27.03%	35.42%	22.22%					
																																																					
24	Против всех	253	7	12	12	12	10	12	14	14	21	1	0	1	9	4	0	1	0	16	15	1	9	1	2	1	0	17	1	3	5	1	1	4	5	0	7	13	7	4	0	8	0	0	1	0	1	0					
		1.35%	0.99%	1.68%	1.54%	1.74%	1.75%	1.75%	1.88%	2.18%	2.26%	0.58%	0.00%	1.30%	1.24%	0.52%	0.00%	0.31%	0.00%	2.03%	6.00%	0.41%	1.50%	1.11%	0.26%	0.73%	0.00%	2.11%	1.18%	3.66%	0.71%	0.76%	0.80%	2.06%	1.08%	0.00%	0.78%	2.01%	1.46%	1.32%	0.00%	0.86%	0.00%	0.00%	0.60%	0.00%	1.04%	0.00%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
