Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Нижнеилимская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №1592					
11	Число полученных открепительных  удостоверений	780	15	15	10	4	8	16	16	8	7	30	25	12	16	12	12	35	25	28	38	25	26	28	28	42	38	39	25	38	12	34	4	12	9	7	14	9	17	3	9	3	26					
12	Число выданных открепительных удостоверений	236	3	3	1	0	4	3	1	0	0	6	4	7	10	8	1	9	1	5	9	17	3	3	10	10	14	18	18	19	6	9	2	4	0	0	6	3	4	0	4	2	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	150	7	0	2	0	6	0	6	1	1	8	6	2	3	0	5	4	2	4	6	11	6	5	2	4	8	5	5	5	11	2	0	0	3	0	2	1	2	0	3	8	4					
14	Число неиспользованных открепительных удостоверений	544	12	12	9	4	4	13	15	8	7	24	21	5	6	4	11	26	24	23	29	8	23	25	18	32	24	21	7	19	6	25	2	8	9	7	8	6	13	3	5	1	17					
15	"Число открепительных удостоверений, выданных в ТИК"	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	. Глазьев Сергей Юрьевич	1199	17	18	19	2	12	21	19	17	10	31	31	41	24	19	19	51	42	48	84	27	45	32	41	65	63	83	38	45	15	66	3	4	20	20	13	6	31	3	15	3	36					
		4.84%	3.46%	3.89%	5.21%	4.44%	5.08%	4.54%	3.82%	7.08%	5.05%	3.58%	5.02%	9.65%	5.41%	4.44%	3.70%	5.16%	5.71%	6.28%	6.86%	3.70%	6.74%	4.18%	4.77%	4.82%	4.54%	5.62%	4.37%	3.39%	3.37%	6.10%	2.83%	1.01%	7.58%	6.02%	2.33%	1.49%	5.63%	5.26%	4.26%	7.14%	4.83%					
19	. Малышкин Олег Александрович	1086	4	24	13	11	11	29	22	15	6	26	25	28	24	8	20	23	17	28	26	34	54	43	37	61	86	75	34	54	25	53	6	11	9	9	17	7	13	2	16	2	78					
		4.38%	0.81%	5.18%	3.56%	24.44%	4.66%	6.26%	4.42%	6.25%	3.03%	3.01%	4.05%	6.59%	5.41%	1.87%	3.89%	2.33%	2.31%	3.66%	2.12%	4.66%	8.08%	5.62%	4.30%	4.52%	6.20%	5.08%	3.91%	4.07%	5.62%	4.90%	5.66%	2.78%	3.41%	2.71%	3.05%	1.73%	2.36%	3.51%	4.55%	4.76%	10.46%					
20	. Миронов Сергей Михайлович	226	5	1	2	0	2	3	4	1	0	7	8	5	7	5	0	7	8	9	11	5	7	6	11	12	14	11	8	9	9	16	0	7	2	1	5	3	4	2	2	0	7					
		0.91%	1.02%	0.22%	0.55%	0.00%	0.85%	0.65%	0.80%	0.42%	0.00%	0.81%	1.29%	1.18%	1.58%	1.17%	0.00%	0.71%	1.09%	1.18%	0.90%	0.69%	1.05%	0.78%	1.28%	0.89%	1.01%	0.75%	0.92%	0.68%	2.02%	1.48%	0.00%	1.77%	0.76%	0.30%	0.90%	0.74%	0.73%	3.51%	0.57%	0.00%	0.94%					
21	. Путин Владимир Владимирович	15998	371	329	263	29	147	313	365	175	150	582	390	236	280	282	365	740	504	492	845	459	406	497	530	770	813	847	493	781	241	633	74	312	201	253	412	295	374	29	268	23	429					
		64.58%	75.41%	71.06%	72.05%	64.44%	62.29%	67.60%	73.29%	72.92%	75.76%	67.28%	63.11%	55.53%	63.06%	65.89%	71.01%	74.82%	68.48%	64.40%	69.04%	62.96%	60.78%	64.97%	61.63%	57.08%	58.57%	57.38%	56.73%	58.90%	54.16%	58.50%	69.81%	78.79%	76.14%	76.20%	73.97%	73.02%	67.88%	50.88%	76.14%	54.76%	57.51%					
22	. Хакамада Ирина Муцуовна	866	9	12	10	1	9	14	13	2	3	24	12	9	22	12	17	33	16	22	61	30	17	31	37	57	65	50	38	61	21	50	3	6	3	13	8	11	14	1	5	2	42					
		3.50%	1.83%	2.59%	2.74%	2.22%	3.81%	3.02%	2.61%	0.83%	1.52%	2.77%	1.94%	2.12%	4.95%	2.80%	3.31%	3.34%	2.17%	2.88%	4.98%	4.12%	2.54%	4.05%	4.30%	4.23%	4.68%	3.39%	4.37%	4.60%	4.72%	4.62%	2.83%	1.52%	1.14%	3.92%	1.44%	2.72%	2.54%	1.75%	1.42%	4.76%	5.63%					
23	. Харитонов Николай Михайлович	4357	75	64	49	2	48	68	66	25	25	159	126	79	67	89	76	115	132	142	147	145	103	122	168	318	252	329	218	298	111	180	15	46	20	31	90	71	104	18	36	11	117					
		17.59%	15.24%	13.82%	13.42%	4.44%	20.34%	14.69%	13.25%	10.42%	12.63%	18.38%	20.39%	18.59%	15.09%	20.79%	14.79%	11.63%	17.93%	18.59%	12.01%	19.89%	15.42%	15.95%	19.53%	23.57%	18.16%	22.29%	25.09%	22.47%	24.94%	16.64%	14.15%	11.62%	7.58%	9.34%	16.16%	17.57%	18.87%	31.58%	10.23%	26.19%	15.68%					
																																																
24	Против всех	829	4	11	6	0	4	7	5	3	4	25	12	21	16	7	10	11	11	13	36	29	25	31	35	60	86	75	35	68	22	80	5	4	6	5	6	3	4	1	7	1	35					
		3.35%	0.81%	2.38%	1.64%	0.00%	1.69%	1.51%	1.00%	1.25%	2.02%	2.89%	1.94%	4.94%	3.60%	1.64%	1.95%	1.11%	1.49%	1.70%	2.94%	3.98%	3.74%	4.05%	4.07%	4.45%	6.20%	5.08%	4.03%	5.13%	4.94%	7.39%	4.72%	1.01%	2.27%	1.51%	1.08%	0.74%	0.73%	1.75%	1.99%	2.38%	4.69%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
