Выборы Президента Российской Федерации																																																			
																																																			
Наименование Избирательной комиссии:    Орловская																																																			
																																																			
Итоги голосования 																																																			
																																																			
		Сумма	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №2531	УИК №2532	УИК №2533	УИК №2597	УИК №2598	УИК №2599	УИК №2600					
11	Число полученных открепительных  удостоверений	492	10	3	3	3	8	8	5	14	7	7	14	6	18	18	9	8	10	6	6	4	4	10	9	5	5	10	5	20	20	25	22	20	16	25	16	25	25	25	9	4	4	4	10	7					
12	Число выданных открепительных удостоверений	168	3	0	0	0	2	3	1	7	1	2	11	2	6	2	1	0	3	0	0	0	0	0	6	1	0	4	1	10	11	17	6	9	6	3	5	11	2	13	6	0	2	3	1	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	114	0	1	1	1	0	3	1	6	4	1	2	5	2	1	0	1	1	1	1	1	1	2	11	1	1	1	1	6	9	6	1	3	2	2	5	5	5	6	4	1	2	3	2	1					
14	Число неиспользованных открепительных удостоверений	324	7	3	3	3	6	5	4	7	6	5	3	4	12	16	8	8	7	6	6	4	4	10	3	4	5	6	4	10	9	8	16	11	10	22	11	14	23	12	3	4	2	1	9	0					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																			
18	. Глазьев Сергей Юрьевич	542	5	0	1	0	10	9	1	5	0	5	6	5	29	39	12	7	8	0	2	1	3	12	11	3	1	15	4	21	23	73	12	40	11	47	16	30	26	27	9	0	0	0	5	8					
		1.94%	0.98%	0.00%	0.55%	0.00%	2.10%	1.88%	0.50%	0.51%	0.00%	1.42%	0.64%	5.56%	2.31%	2.89%	3.61%	2.00%	1.69%	0.00%	0.44%	0.78%	2.33%	1.87%	2.06%	1.09%	0.69%	2.61%	2.11%	1.93%	1.75%	5.43%	0.97%	3.66%	1.16%	3.21%	1.63%	1.96%	1.70%	1.79%	1.41%	0.00%	0.00%	0.00%	0.89%	2.13%					
19	. Малышкин Олег Александрович	531	11	0	1	0	5	15	6	12	13	10	24	3	19	30	21	8	14	1	3	0	4	6	13	6	0	13	1	17	27	19	12	14	12	28	15	24	25	47	12	3	2	9	19	7					
		1.91%	2.16%	0.00%	0.55%	0.00%	1.05%	3.12%	3.00%	1.22%	5.63%	2.83%	2.57%	3.33%	1.51%	2.22%	6.33%	2.29%	2.97%	0.86%	0.66%	0.00%	3.10%	0.94%	2.43%	2.17%	0.00%	2.26%	0.53%	1.57%	2.06%	1.41%	0.97%	1.28%	1.26%	1.91%	1.53%	1.57%	1.63%	3.12%	1.88%	2.17%	0.94%	3.77%	3.37%	1.86%					
20	. Миронов Сергей Михайлович	150	4	0	0	0	2	4	2	1	0	1	2	0	9	10	1	5	3	0	0	1	0	2	4	1	0	0	0	4	12	8	16	3	11	7	1	5	5	8	1	3	4	1	8	1					
		0.54%	0.78%	0.00%	0.00%	0.00%	0.42%	0.83%	1.00%	0.10%	0.00%	0.28%	0.21%	0.00%	0.72%	0.74%	0.30%	1.43%	0.64%	0.00%	0.00%	0.78%	0.00%	0.31%	0.75%	0.36%	0.00%	0.00%	0.00%	0.37%	0.91%	0.60%	1.29%	0.27%	1.16%	0.48%	0.10%	0.33%	0.33%	0.53%	0.16%	2.17%	1.89%	0.42%	1.42%	0.27%					
21	. Путин Владимир Владимирович	22507	370	177	170	86	424	412	177	885	179	283	621	66	889	946	248	228	341	99	434	109	113	538	431	246	137	415	164	934	1114	901	1113	820	860	1081	868	1332	1199	1213	577	113	193	213	457	331					
		80.75%	72.55%	98.88%	92.90%	93.48%	88.89%	85.83%	88.50%	89.76%	77.49%	80.17%	66.56%	73.33%	70.84%	70.07%	74.70%	65.14%	72.25%	85.34%	94.76%	85.16%	87.60%	83.93%	80.71%	89.13%	94.48%	72.30%	86.32%	86.00%	84.91%	67.04%	89.69%	75.02%	90.53%	73.74%	88.57%	86.95%	78.21%	80.60%	90.30%	81.88%	91.04%	89.12%	81.03%	88.03%					
22	. Хакамада Ирина Муцуовна	362	8	0	1	1	4	4	2	9	4	2	11	2	20	21	12	5	8	1	0	3	0	3	11	4	1	16	4	16	21	23	14	19	3	16	8	18	25	16	8	0	1	0	9	8					
		1.30%	1.57%	0.00%	0.55%	1.09%	0.84%	0.83%	1.00%	0.91%	1.73%	0.57%	1.18%	2.22%	1.59%	1.56%	3.61%	1.43%	1.69%	0.86%	0.00%	2.34%	0.00%	0.47%	2.06%	1.45%	0.69%	2.79%	2.11%	1.47%	1.60%	1.71%	1.13%	1.74%	0.32%	1.09%	0.82%	1.17%	1.63%	1.06%	1.25%	0.00%	0.47%	0.00%	1.60%	2.13%					
23	. Харитонов Николай Михайлович	3071	95	1	9	5	28	31	4	62	34	42	251	11	248	261	35	93	90	15	9	13	8	75	51	11	4	104	16	80	48	194	62	103	32	263	53	104	224	167	27	18	3	10	63	14					
		11.02%	18.63%	0.56%	4.92%	5.43%	5.87%	6.46%	2.00%	6.29%	14.72%	11.90%	26.90%	12.22%	19.76%	19.33%	10.54%	26.57%	19.07%	12.93%	1.97%	10.16%	6.20%	11.70%	9.55%	3.99%	2.76%	18.12%	8.42%	7.37%	3.66%	14.43%	5.00%	9.42%	3.37%	17.94%	5.41%	6.79%	14.61%	11.10%	4.23%	13.04%	1.42%	4.18%	11.17%	3.72%					
																																																			
24	Против всех	398	11	1	1	0	3	4	2	9	1	8	14	3	23	19	0	3	4	0	4	1	1	3	9	5	2	9	1	13	47	33	10	19	21	24	12	14	25	14	5	1	5	5	3	6					
		1.43%	2.16%	0.56%	0.55%	0.00%	0.63%	0.83%	1.00%	0.91%	0.43%	2.27%	1.50%	3.33%	1.83%	1.41%	0.00%	0.86%	0.85%	0.00%	0.87%	0.78%	0.78%	0.47%	1.69%	1.81%	1.38%	1.57%	0.53%	1.20%	3.58%	2.46%	0.81%	1.74%	2.21%	1.64%	1.22%	0.91%	1.63%	0.93%	0.78%	0.72%	2.36%	2.09%	0.53%	1.60%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
