Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Бабаевская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	210	18	19	15	18	22	12	5	11	11	3	20	1	2	2	1	4	2	1	1	0	0	0	0	4	0	2	3	1	4	0	6	1	1	1	2	0	14	3					
		1.68%	2.39%	2.80%	2.27%	2.00%	2.90%	2.80%	1.08%	1.86%	1.71%	1.97%	1.79%	0.69%	1.16%	0.85%	0.90%	1.93%	1.38%	0.62%	1.28%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.49%	1.08%	1.08%	1.02%	0.00%	2.15%	1.43%	0.53%	0.27%	1.16%	0.00%	2.54%	1.54%					
19	. Малышкин Олег Александрович	242	20	12	9	21	7	9	9	14	24	2	11	2	11	2	1	4	0	2	0	5	0	5	1	8	2	8	4	0	10	2	9	0	7	5	2	0	10	4					
		1.93%	2.66%	1.77%	1.36%	2.34%	0.92%	2.10%	1.95%	2.37%	3.74%	1.32%	0.99%	1.39%	6.36%	0.85%	0.90%	1.93%	0.00%	1.25%	0.00%	3.55%	0.00%	2.01%	0.95%	2.56%	2.11%	1.97%	1.44%	0.00%	2.54%	2.67%	3.23%	0.00%	3.74%	1.36%	1.16%	0.00%	1.81%	2.05%					
20	. Миронов Сергей Михайлович	79	5	5	4	4	9	5	4	6	5	0	7	0	1	3	0	0	2	0	1	0	1	0	0	2	0	1	0	0	2	0	5	2	1	1	0	1	2	0					
		0.63%	0.66%	0.74%	0.60%	0.44%	1.19%	1.17%	0.87%	1.02%	0.78%	0.00%	0.63%	0.00%	0.58%	1.27%	0.00%	0.00%	1.38%	0.00%	1.28%	0.00%	1.59%	0.00%	0.00%	0.64%	0.00%	0.25%	0.00%	0.00%	0.51%	0.00%	1.79%	2.86%	0.53%	0.27%	0.00%	0.93%	0.36%	0.00%					
21	. Путин Владимир Владимирович	10197	618	539	541	714	596	343	378	473	498	132	927	103	137	204	97	154	122	119	57	119	61	214	94	245	81	329	248	70	318	44	228	42	148	331	151	95	470	157					
		81.34%	82.07%	79.38%	81.72%	79.42%	78.52%	80.14%	82.00%	80.17%	77.57%	86.84%	83.06%	71.53%	79.19%	86.44%	87.39%	74.40%	84.14%	74.38%	73.08%	84.40%	96.83%	85.94%	89.52%	78.27%	85.26%	80.84%	89.53%	75.27%	80.92%	58.67%	81.72%	60.00%	79.14%	90.19%	87.79%	87.96%	85.14%	80.51%					
22	. Хакамада Ирина Муцуовна	202	16	14	9	24	16	9	9	8	19	0	12	5	3	4	1	1	0	2	1	1	0	1	1	4	6	8	0	1	6	2	1	1	2	8	0	1	5	1					
		1.61%	2.12%	2.06%	1.36%	2.67%	2.11%	2.10%	1.95%	1.36%	2.96%	0.00%	1.08%	3.47%	1.73%	1.69%	0.90%	0.48%	0.00%	1.25%	1.28%	0.71%	0.00%	0.40%	0.95%	1.28%	6.32%	1.97%	0.00%	1.08%	1.53%	2.67%	0.36%	1.43%	1.07%	2.18%	0.00%	0.93%	0.91%	0.51%					
23	. Харитонов Николай Михайлович	1368	63	73	72	92	92	43	40	66	68	12	129	29	16	17	10	42	17	32	14	14	1	20	9	47	3	51	19	19	43	25	28	24	28	17	15	11	40	27					
		10.91%	8.37%	10.75%	10.88%	10.23%	12.12%	10.05%	8.68%	11.19%	10.59%	7.89%	11.56%	20.14%	9.25%	7.20%	9.01%	20.29%	11.72%	20.00%	17.95%	9.93%	1.59%	8.03%	8.57%	15.02%	3.16%	12.53%	6.86%	20.43%	10.94%	33.33%	10.04%	34.29%	14.97%	4.63%	8.72%	10.19%	7.25%	13.85%					
																																													
24	Против всех	173	10	16	9	25	17	6	12	10	12	0	4	2	2	3	1	1	0	1	3	2	0	8	0	0	2	5	1	0	7	1	2	0	0	3	0	0	6	2					
		1.38%	1.33%	2.36%	1.36%	2.78%	2.24%	1.40%	2.60%	1.69%	1.87%	0.00%	0.36%	1.39%	1.16%	1.27%	0.90%	0.48%	0.00%	0.62%	3.85%	1.42%	0.00%	3.21%	0.00%	0.00%	2.11%	1.23%	0.36%	0.00%	1.78%	1.33%	0.72%	0.00%	0.00%	0.82%	0.00%	0.00%	1.09%	1.03%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
