Выборы Президента Российской Федерации																																																		
																																																		
Наименование Избирательной комиссии:    Климовская																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549					
12	Число выданных открепительных удостоверений	169	15	15	13	8	13	6	2	2	0	0	1	0	0	0	0	8	0	3	3	0	1	9	4	7	1	4	4	0	0	1	10	3	9	5	2	1	0	0	3	1	2	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	13	4	6	2	11	5	2	2	2	1	0	0	0	0	0	2	1	1	3	2	0	4	0	2	1	1	2	0	1	1	1	0	0	2	2	2	1	1	3	4	0	2	2					
14	Число неиспользованных открепительных удостоверений	222	12	18	21	25	18	0	6	5	6	6	5	4	3	3	4	0	6	3	3	5	4	8	0	5	3	0	0	3	4	2	0	1	0	0	3	3	6	8	3	7	8	0	1					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	456	43	47	57	44	41	5	5	4	7	1	2	3	3	0	2	1	2	5	7	3	5	23	2	11	4	8	1	1	4	0	9	6	7	3	9	0	6	11	8	41	7	2	6					
		2.49%	3.30%	3.47%	4.40%	3.24%	3.21%	1.76%	1.33%	1.10%	2.13%	0.34%	0.67%	1.35%	2.21%	0.00%	1.27%	0.19%	0.51%	1.52%	2.15%	1.22%	1.54%	3.42%	1.07%	1.76%	2.31%	3.70%	0.42%	1.08%	1.64%	0.00%	1.95%	3.05%	2.33%	1.17%	3.23%	0.00%	1.96%	2.28%	2.74%	8.54%	1.38%	0.52%	1.50%					
19	. Малышкин Олег Александрович	421	36	28	33	29	27	4	8	9	12	10	2	11	1	1	1	13	6	7	14	15	10	9	8	26	1	4	5	8	8	2	6	2	8	5	7	0	4	3	0	14	5	9	10					
		2.29%	2.76%	2.07%	2.55%	2.13%	2.11%	1.41%	2.12%	2.47%	3.66%	3.44%	0.67%	4.93%	0.74%	0.84%	0.64%	2.44%	1.53%	2.13%	4.29%	6.12%	3.08%	1.34%	4.28%	4.17%	0.58%	1.85%	2.12%	8.60%	3.28%	2.13%	1.30%	1.02%	2.67%	1.95%	2.51%	0.00%	1.31%	0.62%	0.00%	2.92%	0.99%	2.35%	2.51%					
20	. Миронов Сергей Михайлович	177	15	20	9	14	13	6	2	5	2	1	2	3	1	3	4	5	3	1	6	2	3	4	1	5	3	3	4	2	1	0	6	7	0	4	1	1	1	2	0	1	6	5	0					
		0.96%	1.15%	1.48%	0.69%	1.03%	1.02%	2.11%	0.53%	1.37%	0.61%	0.34%	0.67%	1.35%	0.74%	2.52%	2.55%	0.94%	0.76%	0.30%	1.84%	0.82%	0.92%	0.59%	0.53%	0.80%	1.73%	1.39%	1.69%	2.15%	0.41%	0.00%	1.30%	3.55%	0.00%	1.56%	0.36%	0.70%	0.33%	0.41%	0.00%	0.21%	1.18%	1.31%	0.00%					
21	. Путин Владимир Владимирович	11971	887	955	900	899	848	198	233	238	217	208	208	74	101	85	115	406	304	192	200	174	175	421	149	384	120	110	130	48	159	72	255	122	206	156	171	80	239	236	159	270	338	255	274					
		65.25%	68.13%	70.53%	69.44%	66.10%	66.41%	69.72%	61.80%	65.21%	66.16%	71.48%	69.33%	33.18%	74.26%	71.43%	73.25%	76.32%	77.35%	58.36%	61.35%	71.02%	53.85%	62.56%	79.68%	61.54%	69.36%	50.93%	55.08%	51.61%	65.16%	76.60%	55.19%	61.93%	68.67%	60.94%	61.29%	55.94%	78.10%	48.96%	54.45%	56.25%	66.67%	66.58%	68.67%					
22	. Хакамада Ирина Муцуовна	249	18	28	16	32	30	3	9	6	6	2	3	3	2	1	0	1	2	2	1	1	4	7	0	5	2	4	4	1	2	0	4	5	5	3	6	1	1	2	6	6	12	1	2					
		1.36%	1.38%	2.07%	1.23%	2.35%	2.35%	1.06%	2.39%	1.64%	1.83%	0.69%	1.00%	1.35%	1.47%	0.84%	0.00%	0.19%	0.51%	0.61%	0.31%	0.41%	1.23%	1.04%	0.00%	0.80%	1.16%	1.85%	1.69%	1.08%	0.82%	0.00%	0.87%	2.54%	1.67%	1.17%	2.15%	0.70%	0.33%	0.41%	2.05%	1.25%	2.37%	0.26%	0.50%					
23	. Харитонов Николай Михайлович	4561	250	243	241	305	269	61	114	92	80	61	81	126	26	27	34	93	74	114	81	46	119	196	21	175	37	79	87	29	61	19	162	46	62	77	78	59	49	217	113	135	119	102	101					
		24.86%	19.20%	17.95%	18.60%	22.43%	21.06%	21.48%	30.24%	25.21%	24.39%	20.96%	27.00%	56.50%	19.12%	22.69%	21.66%	17.48%	18.83%	34.65%	24.85%	18.78%	36.62%	29.12%	11.23%	28.04%	21.39%	36.57%	36.86%	31.18%	25.00%	20.21%	35.06%	23.35%	20.67%	30.08%	27.96%	41.26%	16.01%	45.02%	38.70%	28.12%	23.47%	26.63%	25.31%					
																																																		
24	Против всех	362	41	24	30	26	42	3	3	6	2	5	1	0	1	1	0	12	2	5	15	3	2	7	2	13	5	8	3	4	5	1	14	6	7	6	3	0	2	8	4	10	16	8	6					
		1.97%	3.15%	1.77%	2.31%	1.91%	3.29%	1.06%	0.80%	1.64%	0.61%	1.72%	0.33%	0.00%	0.74%	0.84%	0.00%	2.26%	0.51%	1.52%	4.60%	1.22%	0.62%	1.04%	1.07%	2.08%	2.89%	3.70%	1.27%	4.30%	2.05%	1.06%	3.03%	3.05%	2.33%	2.34%	1.08%	0.00%	0.65%	1.66%	1.37%	2.08%	3.16%	2.09%	1.50%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
