Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Гагинская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №2500					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	228	23	45	22	4	2	0	0	1	6	5	4	1	3	1	7	0	1	12	0	0	0	3	0	2	10	1	2	9	3	0	2	9	2	5	0	4	22	0	4	13					
		2.68%	4.06%	7.38%	3.96%	1.87%	1.92%	0.00%	0.00%	0.52%	2.51%	1.99%	3.39%	0.36%	3.26%	1.27%	1.72%	0.00%	0.50%	3.47%	0.00%	0.00%	0.00%	1.24%	0.00%	1.50%	4.26%	2.13%	3.39%	2.39%	2.14%	0.00%	0.77%	5.20%	2.99%	2.20%	0.00%	2.48%	5.64%	0.00%	1.35%	3.39%					
19	. Малышкин Олег Александрович	295	29	25	26	7	11	6	0	7	6	14	5	13	2	6	17	3	6	9	2	2	0	7	0	0	13	1	8	8	0	0	5	3	0	8	5	2	8	4	10	17					
		3.47%	5.12%	4.10%	4.68%	3.27%	10.58%	4.03%	0.00%	3.66%	2.51%	5.58%	4.24%	4.73%	2.17%	7.59%	4.19%	3.37%	3.00%	2.60%	2.44%	2.02%	0.00%	2.89%	0.00%	0.00%	5.53%	2.13%	13.56%	2.13%	0.00%	0.00%	1.93%	1.73%	0.00%	3.52%	3.79%	1.24%	2.05%	3.36%	3.38%	4.44%					
20	. Миронов Сергей Михайлович	49	2	3	5	1	2	0	0	1	2	2	2	1	0	1	1	0	1	2	0	2	0	2	0	0	3	0	0	1	0	0	2	2	1	2	2	1	1	0	3	1					
		0.58%	0.35%	0.49%	0.90%	0.47%	1.92%	0.00%	0.00%	0.52%	0.84%	0.80%	1.69%	0.36%	0.00%	1.27%	0.25%	0.00%	0.50%	0.58%	0.00%	2.02%	0.00%	0.83%	0.00%	0.00%	1.28%	0.00%	0.00%	0.27%	0.00%	0.00%	0.77%	1.16%	1.49%	0.88%	1.52%	0.62%	0.26%	0.00%	1.01%	0.26%					
21	. Путин Владимир Владимирович	4110	280	283	257	87	53	87	45	125	134	93	54	133	39	22	192	33	114	184	42	63	77	107	58	32	94	14	17	178	87	19	123	76	52	101	93	108	150	78	163	163					
		48.40%	49.47%	46.39%	46.31%	40.65%	50.96%	58.39%	53.57%	65.45%	56.07%	37.05%	45.76%	48.36%	42.39%	27.85%	47.29%	37.08%	57.00%	53.18%	51.22%	63.64%	65.25%	44.21%	44.27%	24.06%	40.00%	29.79%	28.81%	47.34%	62.14%	34.55%	47.49%	43.93%	77.61%	44.49%	70.45%	67.08%	38.46%	65.55%	55.07%	42.56%					
22	. Хакамада Ирина Муцуовна	168	9	17	11	6	3	5	1	3	2	11	1	4	2	5	2	1	6	6	2	0	1	9	5	0	6	1	0	5	2	0	6	0	0	4	0	2	9	2	11	8					
		1.98%	1.59%	2.79%	1.98%	2.80%	2.88%	3.36%	1.19%	1.57%	0.84%	4.38%	0.85%	1.45%	2.17%	6.33%	0.49%	1.12%	3.00%	1.73%	2.44%	0.00%	0.85%	3.72%	3.82%	0.00%	2.55%	2.13%	0.00%	1.33%	1.43%	0.00%	2.32%	0.00%	0.00%	1.76%	0.00%	1.24%	2.31%	1.68%	3.72%	2.09%					
23	. Харитонов Николай Михайлович	3386	195	215	210	104	33	46	35	49	76	119	49	111	44	40	181	50	66	121	36	31	40	107	68	90	104	30	31	170	46	34	117	76	11	101	28	43	188	34	95	162					
		39.87%	34.45%	35.25%	37.84%	48.60%	31.73%	30.87%	41.67%	25.65%	31.80%	47.41%	41.53%	40.36%	47.83%	50.63%	44.58%	56.18%	33.00%	34.97%	43.90%	31.31%	33.90%	44.21%	51.91%	67.67%	44.26%	63.83%	52.54%	45.21%	32.86%	61.82%	45.17%	43.93%	16.42%	44.49%	21.21%	26.71%	48.21%	28.57%	32.09%	42.30%					
																																															
24	Против всех	179	26	18	24	1	0	4	1	2	9	3	2	4	2	1	4	2	3	9	0	1	0	6	0	0	5	0	1	1	0	1	3	6	1	2	3	0	11	1	8	14					
		2.11%	4.59%	2.95%	4.32%	0.47%	0.00%	2.68%	1.19%	1.05%	3.77%	1.20%	1.69%	1.45%	2.17%	1.27%	0.99%	2.25%	1.50%	2.60%	0.00%	1.01%	0.00%	2.48%	0.00%	0.00%	2.13%	0.00%	1.69%	0.27%	0.00%	1.82%	1.16%	3.47%	1.49%	0.88%	2.27%	0.00%	2.82%	0.84%	2.70%	3.66%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
