Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Кадуйская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538					
23	. Харитонов Николай Михайлович	1323	120	82	76	98	103	99	100	92	47	4	77	46	28	14	54	15	12	25	3	53	91	19	65					
		12.99%	18.58%	15.68%	12.56%	14.22%	11.98%	10.60%	14.31%	12.48%	11.33%	7.02%	8.35%	6.87%	13.66%	9.72%	31.03%	8.47%	7.02%	16.89%	5.36%	13.32%	20.50%	13.38%	17.47%					
																														
24	Против всех	312	14	15	22	25	32	49	18	36	4	2	23	21	6	1	1	4	7	2	1	8	9	3	9					
		3.06%	2.17%	2.87%	3.64%	3.63%	3.72%	5.25%	2.58%	4.88%	0.96%	3.51%	2.49%	3.13%	2.93%	0.69%	0.57%	2.26%	4.09%	1.35%	1.79%	2.01%	2.03%	2.11%	2.42%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
