Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Верхнетоемская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	. Глазьев Сергей Юрьевич	208	2	3	3	8	5	2	7	1	1	5	1	2	15	37	39	0	6	2	3	1	0	0	3	6	3	4	20	0	0	4	4	0	3	2	3	2	0	3	3	3	2					
		1.97%	1.45%	1.85%	1.61%	15.09%	1.15%	2.00%	2.25%	0.52%	0.78%	7.14%	0.85%	1.94%	1.95%	2.72%	3.03%	0.00%	2.29%	1.54%	1.07%	1.18%	0.00%	0.00%	1.55%	4.26%	1.89%	3.60%	2.26%	0.00%	0.00%	2.15%	1.69%	0.00%	0.64%	1.74%	0.83%	4.17%	0.00%	0.64%	1.00%	1.80%	1.18%					
19	. Малышкин Олег Александрович	216	1	4	7	1	12	2	10	3	2	1	3	4	16	16	26	0	8	4	1	2	0	1	3	10	5	3	19	1	0	1	4	1	12	2	8	1	1	16	2	2	1					
		2.04%	0.72%	2.47%	3.76%	1.89%	2.77%	2.00%	3.22%	1.55%	1.55%	1.43%	2.54%	3.88%	2.08%	1.17%	2.02%	0.00%	3.05%	3.08%	0.36%	2.35%	0.00%	4.00%	1.55%	7.09%	3.14%	2.70%	2.14%	1.45%	0.00%	0.54%	1.69%	1.41%	2.55%	1.74%	2.22%	2.08%	2.94%	3.40%	0.67%	1.20%	0.59%					
20	. Миронов Сергей Михайлович	94	1	2	3	0	2	1	1	0	1	0	0	0	6	6	11	0	2	1	1	3	1	0	0	1	5	0	11	2	1	3	4	4	5	0	4	0	0	3	4	4	1					
		0.89%	0.72%	1.23%	1.61%	0.00%	0.46%	1.00%	0.32%	0.00%	0.78%	0.00%	0.00%	0.00%	0.78%	0.44%	0.86%	0.00%	0.76%	0.77%	0.36%	3.53%	6.25%	0.00%	0.00%	0.71%	3.14%	0.00%	1.24%	2.90%	1.23%	1.61%	1.69%	5.63%	1.06%	0.00%	1.11%	0.00%	0.00%	0.64%	1.34%	2.40%	0.59%					
21	. Путин Владимир Владимирович	8578	97	135	140	32	331	87	266	170	112	56	98	92	618	1057	1060	85	213	96	240	72	12	23	166	111	127	95	697	57	76	159	180	53	407	105	294	42	27	367	229	139	155					
		81.16%	70.29%	83.33%	75.27%	60.38%	76.44%	87.00%	85.53%	87.63%	86.82%	80.00%	83.05%	89.32%	80.47%	77.61%	82.43%	94.44%	81.30%	73.85%	85.71%	84.71%	75.00%	92.00%	86.01%	78.72%	79.87%	85.59%	78.67%	82.61%	93.83%	85.48%	76.27%	74.65%	86.41%	91.30%	81.44%	87.50%	79.41%	78.09%	76.59%	83.23%	91.18%					
22	. Хакамада Ирина Муцуовна	217	2	1	8	3	11	0	3	3	2	1	2	0	13	34	24	2	4	4	3	2	1	0	1	3	3	0	26	2	2	4	9	1	12	0	7	1	3	14	3	2	1					
		2.05%	1.45%	0.62%	4.30%	5.66%	2.54%	0.00%	0.96%	1.55%	1.55%	1.43%	1.69%	0.00%	1.69%	2.50%	1.87%	2.22%	1.53%	3.08%	1.07%	2.35%	6.25%	0.00%	0.52%	2.13%	1.89%	0.00%	2.93%	2.90%	2.47%	2.15%	3.81%	1.41%	2.55%	0.00%	1.94%	2.08%	8.82%	2.98%	1.00%	1.20%	0.59%					
23	. Харитонов Николай Михайлович	1113	33	14	24	8	63	8	22	15	10	4	13	5	86	191	113	3	22	21	25	5	2	1	19	7	12	8	100	5	1	13	35	8	28	5	43	0	3	56	57	16	9					
		10.53%	23.91%	8.64%	12.90%	15.09%	14.55%	8.00%	7.07%	7.73%	7.75%	5.71%	11.02%	4.85%	11.20%	14.02%	8.79%	3.33%	8.40%	16.15%	8.93%	5.88%	12.50%	4.00%	9.84%	4.96%	7.55%	7.21%	11.29%	7.25%	1.23%	6.99%	14.83%	11.27%	5.94%	4.35%	11.91%	0.00%	8.82%	11.91%	19.06%	9.58%	5.29%					
																																																
24	Против всех	92	2	0	1	1	3	0	1	1	1	3	0	0	10	18	10	0	3	1	6	0	0	0	1	1	1	1	9	2	0	1	0	1	4	0	0	2	0	7	0	1	0					
		0.87%	1.45%	0.00%	0.54%	1.89%	0.69%	0.00%	0.32%	0.52%	0.78%	4.29%	0.00%	0.00%	1.30%	1.32%	0.78%	0.00%	1.15%	0.77%	2.14%	0.00%	0.00%	0.00%	0.52%	0.71%	0.63%	0.90%	1.02%	2.90%	0.00%	0.54%	0.00%	1.41%	0.85%	0.00%	0.00%	4.17%	0.00%	1.49%	0.00%	0.60%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
